SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,TechSupport,OnlineSecurity,PaymentMethod,PaperlessBilling,NumServices,MonthlyCharges,TotalCharges,Churn
0,No,Yes,47,Month-to-month,Fiber optic,No internet service,No,Mailed check,Yes,1,75.43,3559.52,Yes
0,No,Yes,29,One year,No,No,No internet service,Electronic check,Yes,2,33.99,980.38,No
0,No,No,48,Two year,DSL,Yes,No internet service,Credit card,Yes,4,72.79,3473.26,No
1,Yes,No,57,Two year,Fiber optic,No,No internet service,Electronic check,Yes,1,72.78,4191.62,No
1,No,Yes,55,Two year,No,No internet service,No,Electronic check,Yes,6,51.98,2823.55,Yes
0,No,No,44,Month-to-month,Fiber optic,No internet service,No,Mailed check,No,3,87.76,3843.23,Yes
0,Yes,Yes,4,Month-to-month,DSL,No,No,Bank transfer,Yes,2,57.25,203.12,Yes
0,No,No,52,One year,Fiber optic,No,No,Credit card,Yes,1,74.35,3886.61,No
0,No,Yes,26,Month-to-month,Fiber optic,No,No internet service,Electronic check,No,6,94.6,2390.82,Yes
0,No,Yes,54,One year,Fiber optic,No internet service,Yes,Electronic check,Yes,4,81.61,4387.03,No
1,No,No,39,Month-to-month,DSL,No,No internet service,Credit card,Yes,6,65.21,2474.28,No
1,Yes,Yes,64,Month-to-month,DSL,No,No,Mailed check,No,5,69.58,4440.6,Yes
0,No,Yes,24,Month-to-month,No,No,Yes,Mailed check,Yes,6,46.67,1149.0,No
0,Yes,Yes,67,Month-to-month,DSL,No internet service,No,Electronic check,No,6,69.51,4686.81,No
0,Yes,No,61,Month-to-month,DSL,Yes,No internet service,Credit card,Yes,5,71.49,4331.79,No
0,Yes,No,24,One year,Fiber optic,No,No,Bank transfer,No,6,95.8,2320.53,Yes
1,Yes,No,35,One year,No,Yes,No internet service,Electronic check,Yes,6,41.52,1445.79,No
0,Yes,No,38,Month-to-month,DSL,No,No,Electronic check,No,2,52.4,2045.64,Yes
1,No,No,56,Month-to-month,DSL,No,No internet service,Electronic check,No,4,67.92,3798.32,No
0,Yes,No,50,Two year,Fiber optic,Yes,No,Electronic check,No,6,90.86,4424.08,No
0,Yes,No,62,Month-to-month,Fiber optic,No,No internet service,Electronic check,No,6,98.26,6127.91,Yes
0,Yes,No,27,Month-to-month,Fiber optic,Yes,Yes,Electronic check,No,1,74.17,1984.23,No
0,No,No,36,Month-to-month,No,No internet service,No,Electronic check,Yes,1,19.94,706.87,No
0,Yes,No,31,One year,DSL,No internet service,No internet service,Mailed check,Yes,2,52.24,1632.88,No
0,Yes,Yes,66,Two year,Fiber optic,No,Yes,Mailed check,Yes,5,83.07,5425.63,No
0,No,No,22,One year,Fiber optic,No,No,Mailed check,Yes,3,84.16,1854.51,Yes
1,Yes,Yes,42,Two year,Fiber optic,Yes,No internet service,Credit card,Yes,4,79.81,3373.4,No
0,No,No,8,Two year,Fiber optic,No internet service,No,Electronic check,No,1,80.93,662.0,No
0,Yes,Yes,62,Month-to-month,No,No,No internet service,Credit card,No,1,23.95,1460.94,No
0,Yes,Yes,28,Month-to-month,DSL,Yes,No,Credit card,No,5,64.07,1833.64,Yes
0,Yes,No,24,Month-to-month,Fiber optic,No internet service,No internet service,Credit card,Yes,2,85.96,2023.14,Yes
0,No,No,42,Month-to-month,DSL,Yes,No,Electronic check,No,1,43.31,1794.0,No
0,Yes,No,36,One year,Fiber optic,No,No,Electronic check,No,2,74.51,2676.92,Yes
0,No,No,61,Month-to-month,Fiber optic,Yes,No internet service,Bank transfer,No,2,68.02,4161.04,No
0,Yes,No,38,Month-to-month,Fiber optic,No,No,Electronic check,No,3,91.36,3458.7,Yes
1,No,No,37,Month-to-month,DSL,Yes,Yes,Electronic check,Yes,6,83.24,3129.02,Yes
0,Yes,No,7,One year,No,Yes,No,Electronic check,Yes,2,18.96,144.53,Yes
1,Yes,No,1,One year,No,No,No,Bank transfer,No,4,33.11,36.14,No
0,Yes,No,29,Two year,No,No internet service,No,Credit card,No,2,29.42,863.59,No
0,No,No,72,Month-to-month,No,Yes,No,Electronic check,No,3,30.41,2218.84,No
0,Yes,No,66,Month-to-month,DSL,No,No,Credit card,No,2,53.81,3561.09,Yes
0,No,No,45,Two year,Fiber optic,No,No internet service,Credit card,No,3,82.79,3653.17,No
0,No,No,46,One year,DSL,No internet service,Yes,Electronic check,No,4,65.45,3054.28,No
0,No,No,28,One year,No,Yes,No,Mailed check,No,4,32.23,907.23,Yes
0,Yes,No,12,Month-to-month,DSL,No,No,Electronic check,No,1,50.66,635.31,Yes
0,No,No,0,Month-to-month,DSL,No internet service,Yes,Credit card,Yes,1,42.8,0.0,Yes
0,No,No,24,Two year,Fiber optic,No,No,Bank transfer,Yes,2,76.53,1763.65,Yes
0,No,No,23,One year,DSL,No,No,Bank transfer,Yes,6,61.58,1325.18,Yes
0,No,No,13,One year,Fiber optic,No internet service,No internet service,Bank transfer,Yes,2,76.57,957.64,Yes
0,No,No,18,Month-to-month,DSL,No,No,Electronic check,No,4,59.56,1092.77,Yes
1,No,No,1,Month-to-month,Fiber optic,No,Yes,Credit card,No,3,89.16,141.08,Yes
0,No,Yes,44,Month-to-month,No,No,No,Credit card,Yes,3,33.14,1470.24,No
1,Yes,No,67,One year,Fiber optic,No internet service,No internet service,Bank transfer,Yes,1,75.24,4998.99,Yes
0,No,No,50,Month-to-month,DSL,No internet service,No,Mailed check,Yes,3,58.37,2887.14,No
0,No,No,32,Month-to-month,DSL,No,No,Electronic check,No,6,59.23,1949.79,Yes
0,No,Yes,30,Month-to-month,DSL,No,No internet service,Electronic check,No,6,60.02,1748.17,Yes
0,No,No,22,Two year,DSL,No,Yes,Electronic check,Yes,2,52.09,1230.05,No
0,Yes,No,10,Month-to-month,Fiber optic,Yes,No,Bank transfer,Yes,4,89.67,971.74,Yes
0,Yes,Yes,43,Month-to-month,Fiber optic,Unknown,No,Credit card,Yes,2,77.59,3421.76,Yes
0,Yes,No,41,One year,DSL,Yes,No,Credit card,Yes,6,66.82,2754.85,No
1,No,No,0,Two year,DSL,Yes,No internet service,Electronic check,No,4,61.56,0.0,Yes
0,Yes,No,30,One year,No,No,Yes,Electronic check,No,6,45.04,1365.45,No
0,No,Yes,20,Two year,DSL,Yes,No internet service,Electronic check,Yes,6,76.67,1569.74,No
0,No,Yes,12,Month-to-month,DSL,Yes,No,Credit card,Yes,2,58.34,674.05,Yes
0,No,No,51,Two year,Fiber optic,No,No internet service,Bank transfer,Yes,3,80.18,4045.13,No
0,Yes,Yes,38,Two year,DSL,Yes,No internet service,Mailed check,Yes,4,62.7,2371.24,No
0,No,No,46,Month-to-month,No,Yes,No,Bank transfer,Yes,2,30.66,1379.47,No
0,Yes,No,52,One year,DSL,Yes,Yes,Mailed check,Yes,5,70.05,3692.24,Yes
0,No,Yes,71,Month-to-month,Fiber optic,Yes,No,Electronic check,Yes,4,97.92,6927.66,No
0,Yes,No,58,Month-to-month,Fiber optic,No,No internet service,Electronic check,No,2,78.83,4575.97,Yes
0,Yes,No,45,Month-to-month,No,No,No,Electronic check,Yes,3,40.51,1862.27,Yes
0,Yes,No,64,Month-to-month,Fiber optic,No internet service,No,Electronic check,No,5,85.54,5525.75,Yes
1,No,No,34,Two year,Fiber optic,No,No internet service,Mailed check,Yes,3,79.67,2717.12,Yes
1,Yes,No,71,Month-to-month,Fiber optic,No,No internet service,Electronic check,Yes,5,79.69,5673.36,No
0,No,Yes,55,One year,Fiber optic,No internet service,No,Bank transfer,Yes,6,97.91,5344.37,Yes
0,No,Yes,47,Month-to-month,Fiber optic,No,No internet service,Mailed check,Yes,3,87.39,4148.25,No
0,No,No,65,Month-to-month,Fiber optic,No,Yes,Mailed check,Yes,6,81.67,5359.09,No
0,Yes,No,37,Month-to-month,Fiber optic,No,No,Credit card,No,3,84.63,3056.5,No
0,Yes,Yes,52,Month-to-month,DSL,No,No internet service,Electronic check,No,4,66.63,3535.28,Yes
0,Yes,Yes,20,One year,DSL,No,Yes,Bank transfer,Yes,5,70.78,1387.57,No
0,Yes,No,70,Two year,Fiber optic,Yes,Yes,Electronic check,Yes,1,67.32,4736.19,No
1,No,Yes,45,Month-to-month,DSL,No internet service,No internet service,Bank transfer,Yes,5,72.14,3249.4,No
0,Yes,No,57,Two year,Fiber optic,Yes,No,Mailed check,No,4,88.06,5017.0,No
1,Yes,No,33,One year,DSL,No,Yes,Electronic check,Yes,4,66.55,2187.89,No
0,Yes,No,63,One year,Fiber optic,No internet service,Yes,Electronic check,Yes,6,96.24,6023.42,No
1,No,Yes,5,Month-to-month,Fiber optic,No,No,Bank transfer,No,3,85.79,449.9,Yes
0,Yes,Yes,8,Month-to-month,Fiber optic,Yes,No,Bank transfer,No,6,103.66,817.84,No
0,No,No,37,Two year,Fiber optic,No,No internet service,Bank transfer,No,4,86.78,3158.48,No
1,Yes,No,53,One year,DSL,No,No,Mailed check,Yes,2,55.7,2910.7,No
1,No,Yes,59,Month-to-month,DSL,No internet service,No,Bank transfer,Yes,4,70.5,4107.8,Yes
0,No,No,32,Two year,Fiber optic,No,Yes,Bank transfer,Yes,2,78.2,2481.42,No
0,Yes,No,47,Month-to-month,No,No,No,Electronic check,No,6,40.25,1911.15,No
0,Yes,Yes,40,One year,Fiber optic,No,No,Mailed check,No,1,78.56,3113.96,No
0,Yes,No,70,Month-to-month,Fiber optic,No,No internet service,Mailed check,Yes,3,92.11,6486.72,No
0,Yes,Yes,47,Two year,Fiber optic,No,No internet service,Credit card,No,5,100.23,4706.04,No
1,Yes,No,30,Month-to-month,Fiber optic,Yes,No,Mailed check,Yes,1,78.79,2352.12,Yes
0,No,Yes,70,Month-to-month,Fiber optic,Yes,No internet service,Mailed check,No,3,69.44,4861.47,No
0,No,No,7,One year,Fiber optic,Yes,Yes,Credit card,Yes,4,84.19,645.14,No
0,Yes,No,71,Month-to-month,DSL,Unknown,No,Credit card,Yes,3,54.99,3849.44,No
0,No,No,11,Two year,DSL,No internet service,No,Electronic check,Yes,5,67.77,811.72,No
0,Yes,No,21,One year,Fiber optic,No,No,Credit card,No,2,89.13,1910.14,Yes
0,No,No,59,Month-to-month,Fiber optic,No,No internet service,Electronic check,Yes,3,77.02,4543.31,Yes
0,Yes,No,53,Month-to-month,Fiber optic,No internet service,Yes,Credit card,Yes,2,92.45,4947.17,Yes
0,No,No,70,Two year,DSL,Yes,No internet service,Electronic check,No,4,60.71,4236.8,No
1,No,Yes,54,One year,DSL,Yes,Yes,Mailed check,No,6,67.4,3651.03,No
0,Yes,No,46,Two year,No,No internet service,Yes,Credit card,No,2,34.07,1545.56,No
1,Yes,Yes,25,Month-to-month,DSL,No internet service,No,Electronic check,No,3,64.05,1639.91,No
0,Yes,No,0,Two year,No,No,No internet service,Credit card,No,2,32.9,0.0,No
0,No,No,9,Month-to-month,DSL,Yes,No,Mailed check,No,2,49.38,442.37,No
0,No,No,21,One year,Fiber optic,No internet service,No,Electronic check,Yes,6,100.01,2127.38,No
0,No,No,2,Month-to-month,Fiber optic,No,Yes,Credit card,Yes,5,86.3,214.53,Yes
0,No,No,37,Month-to-month,DSL,No,Yes,Mailed check,Yes,6,67.22,2454.29,No
0,No,Yes,56,Two year,DSL,Yes,Yes,Credit card,Yes,4,62.43,3526.21,No
0,Yes,Yes,70,Two year,DSL,No,No internet service,Credit card,Yes,4,58.08,4026.32,No
0,No,No,35,Month-to-month,DSL,No internet service,Yes,Electronic check,Yes,5,73.82,2497.69,Yes
0,No,Yes,63,Two year,DSL,No internet service,No,Electronic check,Yes,4,59.53,3720.47,No
0,Yes,Yes,71,Month-to-month,No,No,No,Electronic check,No,5,41.18,2957.17,No
0,No,No,62,Month-to-month,DSL,No,No,Mailed check,No,2,48.72,3020.15,No
0,Yes,No,33,Month-to-month,Fiber optic,No,No,Electronic check,Yes,1,80.73,2642.69,Yes
0,Yes,No,23,Month-to-month,DSL,No,Yes,Mailed check,No,3,54.5,1255.72,No
0,No,No,71,Month-to-month,No,No,No,Credit card,Yes,1,31.35,2226.75,No
0,Yes,No,17,Month-to-month,No,Yes,No,Electronic check,Yes,1,30.91,550.35,Yes
0,Yes,Yes,30,Month-to-month,No,Yes,Yes,Bank transfer,Yes,1,21.82,590.13,Yes
0,Yes,No,5,One year,No,No,No,Mailed check,Yes,1,24.68,119.31,No
0,No,No,57,Two year,DSL,Yes,Yes,Electronic check,Yes,5,64.66,3690.59,No
1,No,No,47,One year,Fiber optic,Yes,No internet service,Electronic check,No,4,91.27,4235.08,No
0,Yes,No,6,Month-to-month,DSL,No internet service,No internet service,Electronic check,Yes,6,70.83,369.82,Yes
1,Yes,No,16,One year,No,No,Yes,Bank transfer,Yes,2,26.5,409.41,No
0,Yes,Yes,40,Month-to-month,Fiber optic,Yes,No,Electronic check,Yes,2,79.28,3171.54,Yes
0,No,No,39,One year,Fiber optic,No,No,Credit card,Yes,3,74.01,2886.87,No
0,Yes,Yes,58,One year,No,No,No internet service,Credit card,No,5,42.04,2416.07,No
0,No,No,19,Month-to-month,No,No,No,Electronic check,No,6,50.9,943.21,Yes
1,No,Yes,67,Month-to-month,No,No,No,Credit card,No,5,43.33,2887.3,No
0,Yes,Yes,32,Two year,DSL,No,Yes,Credit card,No,4,68.71,2210.66,No
0,No,No,60,Two year,DSL,Yes,Yes,Electronic check,Yes,6,69.74,4234.18,Yes
0,No,No,17,One year,DSL,No,No,Credit card,Yes,2,51.24,782.26,No
0,No,No,2,Two year,Fiber optic,Yes,No,Electronic check,No,3,76.8,178.52,No
0,Yes,Yes,4,Two year,Fiber optic,No,No internet service,Bank transfer,Yes,2,76.57,301.83,No
0,No,No,27,Month-to-month,DSL,Yes,No internet service,Electronic check,Yes,1,61.3,1676.13,Yes
0,No,Yes,69,One year,No,Yes,No,Credit card,Yes,3,35.15,2472.77,No
1,No,Yes,3,Month-to-month,DSL,Yes,No,Credit card,No,5,63.99,161.76,Yes
0,No,No,26,Month-to-month,Fiber optic,No internet service,No internet service,Credit card,Yes,2,72.96,1934.73,No
0,Yes,Yes,7,Month-to-month,No,Yes,No internet service,Credit card,No,5,32.91,180.21,No
0,No,No,68,Two year,Fiber optic,Yes,No internet service,Electronic check,Yes,4,83.02,5650.46,No
1,No,Yes,49,One year,Fiber optic,Yes,No internet service,Bank transfer,Yes,5,97.06,4746.24,No
1,Yes,Yes,55,Month-to-month,DSL,No,No,Electronic check,Yes,2,51.44,2831.05,No
0,Yes,No,52,Month-to-month,DSL,No,No,Electronic check,Yes,6,66.25,3405.44,No
0,Yes,Yes,47,Month-to-month,Fiber optic,No internet service,No,Electronic check,Yes,2,73.91,3491.25,No
0,No,No,56,One year,Fiber optic,No,Yes,Credit card,No,3,87.4,4957.85,Yes
1,Yes,No,0,Two year,DSL,No,No,Bank transfer,Yes,5,67.01,0.0,No
0,No,Yes,63,Month-to-month,No,No,No,Electronic check,Yes,5,38.74,2448.21,No
0,Yes,No,54,Month-to-month,Fiber optic,Yes,No,Credit card,Yes,2,77.15,4200.33,No
0,Yes,Yes,53,One year,No,No internet service,Yes,Credit card,Yes,2,42.24,2226.85,No
0,No,No,28,Month-to-month,Fiber optic,No internet service,No,Electronic check,No,3,90.82,2597.38,Yes
0,Yes,Yes,58,Month-to-month,No,Yes,No,Mailed check,Yes,3,42.31,2436.79,No
0,No,No,27,Month-to-month,DSL,No,No,Bank transfer,No,1,38.99,1048.08,Yes
0,Yes,No,3,Month-to-month,DSL,Yes,Yes,Bank transfer,Yes,2,53.09,119.54,No
1,No,No,66,Month-to-month,No,No,No,Mailed check,Yes,1,20.63,1366.64,No
0,Yes,No,17,Two year,No,No,Yes,Mailed check,No,1,27.76,472.04,No
0,No,No,7,Month-to-month,Fiber optic,No internet service,No,Electronic check,Yes,3,89.86,654.46,No
0,No,No,45,Month-to-month,DSL,No,No,Mailed check,No,1,51.46,2290.25,No
1,Yes,No,17,One year,DSL,No,No internet service,Mailed check,Yes,5,62.27,1031.31,No
0,Yes,No,62,Two year,Fiber optic,No,No,Electronic check,Yes,5,88.53,5507.36,No
0,Yes,No,32,Month-to-month,No,Yes,No,Electronic check,No,2,32.72,1102.93,No
0,No,No,0,Month-to-month,Fiber optic,No,No internet service,Bank transfer,Yes,6,101.32,0.0,Yes
0,No,Yes,69,One year,DSL,No,No,Mailed check,No,4,63.85,4479.55,No
0,Yes,No,37,Month-to-month,Fiber optic,No,No internet service,Mailed check,No,2,79.78,2974.07,Yes
0,Yes,No,19,One year,Fiber optic,No internet service,Yes,Electronic check,Yes,2,79.3,1527.47,Yes
0,No,No,49,Month-to-month,Fiber optic,Yes,No,Credit card,Yes,3,85.11,4197.56,Yes
0,No,Yes,38,Month-to-month,Fiber optic,Yes,Yes,Electronic check,No,6,101.3,3908.93,Yes
0,No,No,2,Month-to-month,No,Yes,No,Mailed check,Yes,1,28.28,106.06,Yes
1,Yes,Yes,55,One year,DSL,Yes,No internet service,Electronic check,No,1,49.64,2686.8,No
0,No,No,29,Month-to-month,Fiber optic,No,No,Bank transfer,Yes,3,83.21,2445.11,No
0,No,No,51,Month-to-month,Fiber optic,No internet service,No,Mailed check,Yes,6,96.48,4931.09,Yes
0,Yes,Yes,65,Month-to-month,Fiber optic,No,Yes,Mailed check,Yes,2,74.32,4823.04,Yes
0,Yes,No,44,One year,No,No,No internet service,Credit card,No,5,37.74,1589.64,No
0,Yes,Yes,49,Month-to-month,Fiber optic,No,No,Electronic check,No,4,91.26,4410.13,Yes
0,No,No,18,One year,Fiber optic,No,Yes,Mailed check,No,2,74.72,1330.38,No
0,Yes,No,17,One year,DSL,No internet service,No internet service,Mailed check,Yes,6,76.88,1248.38,No
0,No,No,30,Month-to-month,Fiber optic,No,No,Credit card,Yes,1,74.19,2211.95,Yes
1,No,No,62,Two year,DSL,No,No,Credit card,Yes,4,67.92,4239.61,No
1,No,Yes,38,Two year,DSL,Unknown,Yes,Bank transfer,Yes,4,66.82,2515.92,No
0,No,No,25,Month-to-month,Fiber optic,No,Yes,Bank transfer,Yes,5,97.56,2442.34,Yes
0,Yes,No,56,Month-to-month,Fiber optic,Yes,No internet service,Credit card,No,6,94.14,5229.04,Yes
0,No,Yes,62,Month-to-month,No,No,No,Credit card,Yes,5,44.95,2798.85,No
0,Yes,No,65,Month-to-month,Fiber optic,No,No internet service,Electronic check,Yes,4,92.43,6028.28,Yes
0,No,No,21,Month-to-month,No,No,Yes,Credit card,No,1,18.0,321.08,No
0,No,No,51,Two year,Fiber optic,No internet service,No,Bank transfer,Yes,2,89.21,4519.63,No
0,No,No,43,Two year,Fiber optic,No,No,Bank transfer,No,3,97.1,4124.61,No
0,No,No,32,Month-to-month,No,No,No,Mailed check,Yes,3,39.18,1274.13,Yes
1,Yes,No,28,Month-to-month,Fiber optic,No internet service,No,Electronic check,Yes,1,79.34,2228.08,Yes
0,No,Yes,8,Month-to-month,No,No,No,Credit card,No,1,28.03,222.25,No
0,No,No,20,Month-to-month,Fiber optic,No,No,Bank transfer,No,3,81.56,1626.07,Yes
0,No,No,40,Month-to-month,DSL,Yes,No internet service,Electronic check,No,5,66.84,2686.51,Yes
0,Yes,Yes,64,Two year,Fiber optic,No,No,Bank transfer,Yes,6,102.79,6592.27,No
0,Yes,No,63,Two year,DSL,No,No,Electronic check,Yes,6,66.16,4148.26,No
1,No,Yes,13,Month-to-month,DSL,Yes,No,Mailed check,No,3,52.14,652.4,No
0,Yes,No,49,One year,DSL,No,No,Bank transfer,Yes,6,69.62,3409.02,No
0,No,No,6,One year,DSL,Yes,Yes,Bank transfer,Yes,3,62.44,367.05,No
0,No,No,49,Two year,Fiber optic,Yes,No internet service,Electronic check,Yes,3,78.3,3919.13,No
0,No,Yes,24,Month-to-month,No,No,Yes,Electronic check,Yes,2,27.65,648.24,Yes
0,Yes,No,32,Month-to-month,Fiber optic,Yes,Yes,Electronic check,Yes,4,87.36,2807.11,Yes
0,No,No,52,One year,No,No,No,Bank transfer,No,2,22.93,1211.0,Yes
0,Yes,No,31,Month-to-month,Fiber optic,No,Yes,Credit card,Yes,3,68.86,2190.68,Yes
0,Yes,No,58,One year,DSL,No,Yes,Bank transfer,No,6,65.84,3786.27,No
0,No,No,38,Month-to-month,DSL,Yes,Yes,Bank transfer,Yes,4,64.57,2507.25,Yes
0,Yes,No,72,One year,No,No,Yes,Electronic check,Yes,2,31.92,2292.34,No
1,Yes,No,46,Two year,Fiber optic,Yes,No,Electronic check,Yes,5,95.47,4491.67,Yes
0,Yes,No,21,Month-to-month,No,No,No internet service,Credit card,No,5,46.16,983.86,No
0,No,Yes,56,Month-to-month,DSL,No,No,Mailed check,No,4,59.24,3268.28,Yes
0,No,No,29,One year,Fiber optic,No,No,Electronic check,Yes,1,69.46,2006.45,Yes
0,Yes,No,38,Month-to-month,Fiber optic,No,No,Mailed check,Yes,2,81.25,3140.95,Yes
0,Yes,No,9,One year,No,No internet service,No,Bank transfer,No,1,23.23,212.33,No
0,No,No,8,One year,DSL,Yes,No,Electronic check,Yes,6,77.44,617.13,No
0,Yes,No,41,Month-to-month,No,No internet service,No,Electronic check,No,2,31.29,1311.65,No
0,No,Yes,13,Two year,Fiber optic,No internet service,No,Bank transfer,No,3,91.2,1171.8,No
0,No,No,72,Month-to-month,No,No,No,Electronic check,Yes,6,44.21,3174.69,No
1,No,No,62,One year,Fiber optic,Yes,Yes,Mailed check,No,6,103.41,6373.63,No
0,No,No,51,Month-to-month,Fiber optic,Yes,No internet service,Credit card,No,2,91.21,4720.86,No
0,No,No,53,Month-to-month,Fiber optic,No internet service,No internet service,Credit card,Yes,6,97.32,5109.06,Yes
0,No,No,43,Month-to-month,No,Yes,No internet service,Mailed check,Yes,5,45.5,1963.28,No
0,Yes,No,4,Two year,DSL,No internet service,Yes,Electronic check,Yes,4,57.42,248.88,No
1,Yes,No,28,Two year,Fiber optic,No,No,Mailed check,No,2,84.36,2361.53,No
0,No,No,36,Two year,Fiber optic,No,No,Electronic check,Yes,5,99.27,3523.57,No
0,Yes,No,66,Month-to-month,Fiber optic,No,Yes,Credit card,Yes,4,85.03,5572.03,Yes
0,No,Yes,16,Month-to-month,Fiber optic,Yes,No internet service,Bank transfer,Yes,3,87.02,1413.22,Yes
0,No,No,36,Two year,Fiber optic,No,No,Mailed check,Yes,4,89.68,3197.28,No
0,No,No,25,One year,Fiber optic,No internet service,Yes,Bank transfer,Yes,2,81.34,1950.62,No
0,Yes,No,9,Month-to-month,Fiber optic,Yes,No internet service,Mailed check,Yes,4,92.87,851.31,Yes
1,No,No,7,Two year,Fiber optic,No internet service,Yes,Mailed check,Yes,1,77.61,508.37,Yes
0,No,No,26,Month-to-month,Fiber optic,No internet service,No,Credit card,Yes,2,78.17,2057.67,Yes
0,Yes,No,6,Month-to-month,No,Yes,Yes,Electronic check,No,3,38.5,222.94,No
0,No,No,4,Two year,Fiber optic,No,Yes,Electronic check,No,1,81.17,314.69,No
0,No,No,25,Month-to-month,DSL,Yes,No internet service,Credit card,Yes,6,68.67,1718.84,Yes
1,No,Yes,14,Month-to-month,Fiber optic,No,No,Mailed check,No,6,96.99,1312.32,Yes
0,No,No,40,One year,DSL,No internet service,Yes,Electronic check,Yes,3,47.89,1882.58,No
0,Yes,No,1,Two year,DSL,No internet service,No,Electronic check,Yes,4,66.5,56.1,Yes
0,Yes,No,22,Month-to-month,No,No internet service,No internet service,Mailed check,No,2,36.34,753.71,No
0,No,Yes,33,One year,Fiber optic,Yes,No internet service,Mailed check,Yes,2,77.46,2584.73,No
0,Yes,No,70,Month-to-month,Fiber optic,No,No internet service,Mailed check,Yes,6,97.8,6833.7,Yes
0,Yes,No,46,Month-to-month,No,Yes,No internet service,Electronic check,Yes,3,32.18,1422.3,No
0,Yes,No,64,Month-to-month,DSL,No internet service,No,Mailed check,No,6,69.7,4438.44,Yes
0,Yes,Yes,25,Month-to-month,DSL,Yes,No,Bank transfer,Yes,1,50.89,1276.3,Yes
0,No,No,32,Month-to-month,DSL,Yes,No internet service,Credit card,No,1,44.79,1415.44,No
0,Yes,No,30,Month-to-month,DSL,Yes,Yes,Bank transfer,Yes,3,57.09,1728.69,No
0,No,Yes,64,One year,Fiber optic,Yes,Yes,Bank transfer,Yes,5,87.07,5595.44,Yes
0,Yes,Yes,70,One year,Fiber optic,Yes,No,Credit card,Yes,3,87.03,6188.17,No
1,No,Yes,70,One year,Fiber optic,Yes,Yes,Electronic check,No,6,98.44,6936.83,Yes
0,Yes,No,54,Two year,DSL,No internet service,No,Electronic check,Yes,1,46.91,2467.69,No
0,No,Yes,36,Month-to-month,Fiber optic,No,No internet service,Electronic check,No,6,97.22,3485.51,Yes
0,Yes,No,39,Month-to-month,DSL,Yes,No,Mailed check,No,3,57.18,2219.35,No
1,No,No,71,Month-to-month,Fiber optic,No internet service,No,Credit card,Yes,2,85.86,6119.06,Yes
0,Yes,No,20,One year,Fiber optic,No,No,Electronic check,Yes,4,85.35,1669.66,No
0,Yes,No,25,Month-to-month,DSL,No,No,Credit card,Yes,5,71.31,1761.5,No
0,Yes,No,65,Month-to-month,No,No,Yes,Electronic check,No,6,42.77,2730.27,Yes
0,No,Yes,28,Month-to-month,Fiber optic,No,Yes,Mailed check,No,1,79.39,2198.83,Yes
0,No,No,17,Month-to-month,DSL,No,No,Mailed check,Yes,5,73.72,1230.64,Yes
1,Yes,Yes,40,Two year,Fiber optic,Yes,No,Electronic check,No,2,85.51,3407.88,No
0,Yes,Yes,23,One year,Fiber optic,No,No,Mailed check,Yes,4,96.83,2179.63,Yes
0,No,No,65,Month-to-month,DSL,No,No,Bank transfer,No,3,60.25,3955.53,No
0,No,Yes,66,One year,DSL,No,Yes,Mailed check,No,5,74.93,4964.27,No
0,Yes,Yes,22,One year,Fiber optic,No,No,Credit card,Yes,3,93.25,1993.55,No
0,No,No,38,Month-to-month,No,No,No,Credit card,Yes,2,22.27,847.3,Yes
0,No,No,71,Month-to-month,Fiber optic,No,No,Mailed check,Yes,3,79.88,5608.87,No
0,No,Yes,54,One year,Fiber optic,Unknown,No internet service,Credit card,No,5,83.53,4564.31,Yes
0,Yes,No,15,Month-to-month,Fiber optic,Yes,No,Electronic check,Yes,6,103.37,1615.11,Yes
1,Yes,No,43,Month-to-month,Fiber optic,No,Yes,Electronic check,No,1,65.45,2812.12,No
0,Yes,No,45,Month-to-month,DSL,Yes,No,Mailed check,Yes,4,52.32,2320.29,No
0,No,Yes,47,One year,Fiber optic,No,Yes,Bank transfer,Yes,1,67.92,3165.67,No
0,Yes,No,1,Two year,No,Yes,Yes,Mailed check,No,4,27.57,9.42,No
0,No,No,21,Two year,No,No,No,Mailed check,Yes,4,39.63,827.96,No
0,No,Yes,62,Month-to-month,No,No,Yes,Credit card,No,6,40.49,2565.2,No
0,No,Yes,17,Month-to-month,DSL,No internet service,Yes,Electronic check,Yes,2,43.86,783.84,Yes
0,Yes,Yes,21,One year,Fiber optic,No,No internet service,Credit card,Yes,5,92.25,1976.09,No
1,Yes,No,23,Two year,Fiber optic,No,No,Mailed check,Yes,5,92.6,2136.62,No
0,Yes,Yes,12,Two year,DSL,No internet service,No internet service,Mailed check,Yes,4,51.78,575.22,No
0,No,No,11,Two year,DSL,No,No internet service,Electronic check,No,4,58.72,615.12,No
0,No,No,25,Month-to-month,No,No,No,Electronic check,Yes,4,37.55,941.18,Yes
0,Yes,Yes,63,One year,Fiber optic,Yes,No,Mailed check,Yes,1,72.36,4510.64,Yes
0,No,No,0,Two year,Fiber optic,No,No,Bank transfer,Yes,5,90.52,0.0,Yes
1,Yes,Yes,20,One year,DSL,No,No,Mailed check,No,3,65.58,1343.8,No
0,Yes,Yes,4,One year,Fiber optic,No,No,Electronic check,No,1,87.38,371.33,No
1,Yes,No,40,Month-to-month,DSL,No internet service,Yes,Bank transfer,No,4,61.12,2465.01,No
